D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_04_513.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_04_513.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_04_513.jpg, 0, 0, 0, 8.136996E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_04_852.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_04_852.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_04_852.jpg, 0, 0, 0, 7.819042E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_04_985.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_04_985.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_04_985.jpg, 0, 0, 0, 7.781175E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_103.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_103.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_103.jpg, 0, 0, 0, 8.194635E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_223.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_223.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_223.jpg, 0, 0, 0, 8.087287E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_353.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_353.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_353.jpg, 0, 0, 0, 7.849132E-05
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_469.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_469.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_469.jpg, 0, 0.3497196, 0, 0.4985378
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_606.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_606.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_606.jpg, 0, 0, 0, 0.5016973
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_719.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_719.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_719.jpg, 0, 0.3252321, 0, 0.8639129
D:\CC\Self Driving Cars\data\IMG\center_2020_04_16_14_13_05_833.jpg, D:\CC\Self Driving Cars\data\IMG\left_2020_04_16_14_13_05_833.jpg, D:\CC\Self Driving Cars\data\IMG\right_2020_04_16_14_13_05_833.jpg, 0, 0, 0, 0.8804481
